workclass,age,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
2,29,183627,11,9,2,6,0,4,1,47,0
4,57,57071,15,10,2,2,0,4,1,39,0
2,25,335005,15,10,2,10,0,4,1,39,0
4,51,118259,11,9,2,2,0,4,1,59,0
2,28,66777,8,11,2,7,2,4,0,39,0
2,45,273194,11,9,2,6,0,2,1,34,0
2,37,78928,6,5,2,7,0,4,1,39,0
2,44,889965,11,9,2,5,5,4,0,29,0
2,39,258276,9,13,2,12,0,1,1,39,0
2,53,150980,15,10,2,6,0,4,1,39,0
4,44,194636,11,9,2,2,0,4,1,49,0
2,50,266945,11,9,2,6,5,4,0,39,0
2,50,160572,11,9,2,6,0,4,1,46,0
2,51,282549,11,9,2,6,0,2,1,39,0
2,60,121319,5,4,2,6,0,4,1,39,0
2,35,180686,11,9,2,2,0,4,1,39,0
1,40,153489,11,9,2,7,2,4,1,39,0
2,42,125280,9,13,2,3,0,4,1,39,0
4,37,183735,11,9,2,9,0,4,1,29,0
4,60,95445,15,10,2,13,0,4,1,45,0
4,31,265807,8,11,2,3,0,4,1,49,0
1,52,30118,15,10,2,10,0,4,1,41,0
4,36,179896,11,9,2,9,5,4,0,39,0
2,36,245090,15,10,2,2,0,4,1,49,0
4,38,245372,15,10,2,9,0,4,1,49,0
4,30,113838,8,11,2,11,0,4,1,59,0
2,31,109055,11,9,2,4,0,4,1,44,0
4,46,101722,15,10,2,3,0,4,1,39,0
2,33,169879,9,13,2,9,0,4,1,46,1
2,37,186934,1,7,2,6,0,4,1,43,1
2,50,767403,11,9,2,6,0,4,1,39,1
2,41,118212,9,13,2,2,0,4,1,39,1
2,26,167350,15,10,2,12,0,4,1,39,1
2,51,120173,8,11,2,2,0,4,1,49,1
2,33,155343,11,9,2,11,0,4,1,39,1
2,36,24106,11,9,2,2,0,4,1,39,1
2,39,127772,11,9,2,11,0,4,1,43,1
2,51,237735,11,9,2,5,0,4,1,39,1
2,36,131239,9,13,2,9,0,4,1,44,1
2,48,235646,15,10,2,11,0,4,1,39,1
2,32,34104,11,9,2,3,0,4,1,54,1
2,50,71417,11,9,2,2,0,4,1,39,1
2,50,69345,8,11,2,13,0,4,1,54,1
4,41,120539,15,10,2,6,0,4,1,39,1
2,52,99307,7,12,2,11,0,4,1,47,1
2,44,152629,9,13,2,0,0,4,1,39,1
2,56,176118,11,9,2,2,0,4,1,39,1
3,37,39089,15,10,2,3,0,4,1,49,1
4,35,181705,11,9,2,2,0,4,1,39,1
2,62,121319,9,13,2,9,0,4,1,39,1
2,43,115323,9,13,2,3,0,4,1,39,1
2,28,215955,9,13,2,3,0,4,1,39,1
2,43,99212,8,11,2,3,0,4,1,47,1
2,57,298507,9,13,2,9,0,4,1,39,1
2,47,340982,15,10,2,6,0,1,1,39,1
2,50,158294,8,11,2,12,0,4,1,39,1
4,33,58702,8,11,2,9,5,4,0,49,1
2,54,139703,15,10,2,2,0,4,1,39,1
2,47,33710,9,13,2,3,0,4,1,59,1
2,33,150570,9,13,2,9,0,4,1,42,1
2,52,229983,14,15,2,9,5,4,0,29,1
2,39,306646,15,10,2,11,0,4,1,49,1
2,55,105582,11,9,2,5,0,4,1,39,1
2,57,211804,9,13,2,9,0,4,1,49,1
2,40,220977,10,16,2,3,0,1,1,39,1
5,60,194252,12,14,2,3,5,4,0,39,1
1,26,242464,11,9,2,10,0,4,1,39,1
2,36,181382,8,11,2,6,0,4,1,39,1
2,32,205152,11,9,2,3,0,4,1,39,1
3,39,336226,11,9,2,3,0,4,1,59,1
4,51,276456,7,12,2,11,0,4,1,29,1
2,27,221366,15,10,2,9,0,4,1,49,1
5,41,293485,15,10,2,0,5,4,0,39,1
2,61,160942,12,14,2,11,0,4,1,49,0
2,38,383239,0,6,2,2,0,4,1,39,1
4,40,167081,12,14,2,11,0,4,1,49,0
2,43,358199,15,10,2,11,0,4,1,39,1
2,46,33842,15,10,2,13,0,4,1,39,1
2,54,169719,9,13,2,11,0,4,1,39,1
2,36,58343,9,13,2,12,0,4,1,41,1
2,49,54772,11,9,2,2,0,4,1,44,1
2,52,210736,15,10,2,3,0,4,1,54,1
2,55,101468,11,9,2,2,0,4,1,39,1
4,38,146042,9,13,2,9,0,1,1,59,1
2,39,280570,9,13,2,3,0,4,1,49,1
2,59,258579,15,10,2,13,0,4,1,34,1
2,34,175856,9,13,2,3,0,4,1,54,1
2,42,78765,15,10,2,2,0,4,1,44,1
2,46,423222,15,10,2,2,0,4,1,59,1
4,53,159876,11,9,2,2,0,2,1,69,0
4,51,156802,11,9,2,4,0,4,1,59,1
2,34,198265,15,10,2,12,0,4,1,39,1
4,35,37778,8,11,2,4,0,4,1,54,0
2,51,145409,15,10,2,2,0,4,1,47,1
4,50,156951,7,12,2,6,0,4,1,39,1
4,55,322691,12,14,2,11,0,4,1,54,1
2,37,105803,11,9,2,2,0,4,1,44,1
2,48,188432,11,9,2,6,0,4,1,45,1
4,25,259299,15,10,2,2,0,4,1,49,1
2,39,49020,9,13,2,11,0,4,1,47,1
2,45,168598,2,8,2,0,5,2,0,39,1
4,45,118081,15,10,2,7,0,4,1,41,0
2,46,186172,9,13,2,9,0,4,1,39,1
2,18,184016,11,9,2,8,1,4,0,39,0
2,46,31432,11,9,2,0,5,4,0,51,1
2,34,99872,12,14,2,3,0,1,1,39,1
2,30,114912,9,13,2,3,0,4,1,59,1
2,25,353795,15,10,2,0,5,2,0,39,1
2,56,89922,11,9,2,13,0,4,1,44,1
2,44,124747,11,9,2,3,5,4,0,39,1
2,29,278637,9,13,2,11,0,4,1,44,1
3,46,120902,9,13,2,3,0,4,1,36,1
2,30,101345,9,13,2,11,5,4,0,54,1
0,46,33794,9,13,2,12,0,4,1,39,1
2,44,277488,15,10,2,6,0,4,1,39,1
4,60,187794,11,9,2,13,0,4,1,59,1
2,45,179659,9,13,2,2,0,4,1,39,1
2,53,53197,12,14,2,9,0,4,1,39,1
1,55,143949,12,14,2,9,5,4,0,44,1
2,41,167106,9,13,2,0,0,1,1,34,1
2,30,345522,11,9,2,13,0,4,1,68,1
2,37,377798,15,10,2,2,0,4,1,39,1
2,69,108196,6,5,4,2,2,4,1,39,0
1,40,50442,15,10,4,0,4,0,0,34,0
2,40,197923,9,13,4,0,4,2,0,39,0
5,35,172475,9,13,4,3,1,1,0,44,0
2,34,269723,11,9,0,3,4,4,0,49,0
2,36,275653,5,4,3,6,4,4,0,39,0
2,39,160728,11,9,0,6,4,4,1,39,0
2,32,116055,11,9,4,0,4,2,0,34,0
5,42,109462,9,13,0,0,4,2,0,39,0
2,78,182977,11,9,6,7,1,2,0,39,0
2,71,157909,15,10,4,7,1,4,0,59,0
2,69,370888,7,12,0,0,1,4,0,5,0
2,69,159522,5,4,0,6,4,2,0,39,0
2,79,172220,5,4,6,8,1,4,0,29,0
4,90,82628,11,9,4,3,1,4,1,11,0
2,51,120914,5,4,2,2,0,4,1,39,0
2,20,279538,1,7,2,5,2,4,1,34,0
2,66,116468,12,14,2,9,0,4,1,19,0
3,81,247232,0,6,2,3,5,4,0,27,0
2,58,407138,5,4,2,6,0,4,1,49,0
2,59,108496,15,10,0,2,1,4,1,39,0
2,26,48718,0,6,4,0,1,4,0,39,0
2,23,55674,9,13,4,10,1,4,0,39,0
2,36,544686,11,9,4,0,2,4,0,39,0
2,26,116044,1,7,5,2,2,4,1,49,0
2,56,266091,9,13,4,9,1,4,0,51,0
2,31,511289,11,9,4,4,1,4,1,93,0
2,22,385077,11,9,4,2,3,4,1,39,0
2,25,104993,6,5,4,5,3,2,1,39,0
2,18,225859,15,10,4,13,3,4,1,29,0
2,59,284834,9,13,2,0,5,4,0,29,0
2,41,187821,11,9,2,6,0,4,1,39,0
2,35,174856,11,9,2,13,0,4,1,39,0
2,56,286487,11,9,2,2,0,4,1,44,0
3,47,483596,11,9,2,3,0,4,1,31,0
2,35,306678,11,9,2,6,0,4,1,39,0
4,36,285020,11,9,2,2,0,4,1,39,0
5,56,54260,10,16,2,9,1,1,1,39,0
2,27,165365,11,9,2,6,0,1,1,39,0
2,22,31387,9,13,2,0,3,0,0,24,0
2,48,118889,11,9,2,11,0,4,1,14,0
2,27,57052,11,9,2,2,0,4,1,39,0
2,47,133969,9,13,2,3,0,1,1,64,0
2,26,345405,11,9,2,11,0,4,1,39,0
1,61,35001,5,4,2,0,0,4,1,39,0
3,42,23813,15,10,2,9,0,0,1,29,0
2,25,120238,15,10,2,11,0,4,1,42,0
2,28,148429,11,9,2,6,0,4,1,39,0
4,42,101709,8,11,2,2,0,1,1,39,0
2,42,319016,11,9,2,13,0,4,1,44,0
2,50,108933,6,5,2,2,0,4,1,39,0
2,24,437666,11,9,2,2,0,4,1,49,0
2,27,358636,15,10,2,2,0,4,1,68,0
2,38,234962,11,9,2,5,0,4,1,29,0
2,35,356838,15,10,2,12,0,4,1,54,0
2,26,182178,15,10,2,2,0,4,1,39,0
4,39,31848,15,10,2,4,0,4,1,85,0
2,39,84954,15,10,2,11,0,4,1,64,0
2,36,103323,7,12,2,6,0,4,1,39,0
2,40,144594,11,9,2,0,0,4,1,39,0
2,32,183811,11,9,2,5,0,4,1,39,0
2,41,150533,11,9,2,11,0,4,1,39,0
2,25,104097,9,13,2,2,0,4,1,59,0
2,29,170301,11,9,2,0,5,4,0,39,0
4,35,77146,11,9,2,2,0,4,1,44,0
2,62,238913,15,10,2,12,0,4,1,23,0
2,39,231141,11,9,2,6,0,4,1,39,0
2,30,130021,5,4,2,2,0,4,1,39,0
4,54,108435,15,10,2,13,0,4,1,29,0
2,43,154210,11,9,2,7,0,1,1,59,0
4,47,237731,11,9,2,4,0,4,1,64,0
2,31,156763,11,9,2,11,0,4,1,39,0
2,34,340917,14,15,2,3,0,4,1,49,0
2,27,215955,15,10,2,0,0,4,1,39,0
2,40,27821,8,11,2,13,0,4,1,39,0
2,45,213140,0,6,2,2,0,4,1,39,0
2,28,416577,11,9,2,2,0,2,1,39,0
3,61,171831,11,9,2,3,0,4,1,44,0
2,41,104892,15,10,2,0,0,4,1,39,0
2,29,157308,1,7,2,5,5,1,0,13,0
1,62,203525,5,4,2,2,0,4,1,39,0
2,53,257940,11,9,2,6,0,4,1,39,0
4,45,31478,9,13,2,11,0,4,1,59,0
2,70,216390,6,5,2,6,5,4,0,39,0
4,70,139889,15,10,2,4,0,4,1,68,0
2,75,104896,11,9,2,11,0,4,1,19,0
1,90,214594,5,4,2,10,0,4,1,39,0
2,24,296045,5,4,2,2,0,4,1,37,0
1,29,30069,11,9,2,7,5,4,0,39,0
2,39,326342,1,7,2,7,0,2,1,36,0
2,33,133503,11,9,2,10,0,4,1,15,0
4,37,192251,0,6,2,7,5,4,0,39,0
3,64,213574,11,9,2,2,0,4,1,9,0
2,39,117166,0,6,2,6,0,4,1,39,0
2,64,116084,11,9,2,2,0,4,1,39,0
4,64,159938,11,9,2,2,0,4,1,23,0
4,35,241469,6,5,2,2,0,4,1,29,0
2,22,240817,11,9,4,11,3,4,0,39,0
2,25,186925,15,10,4,7,1,4,1,47,0
2,26,262617,11,9,4,2,2,4,1,39,0
2,21,203924,15,10,4,0,1,4,1,44,0
2,19,38294,11,9,4,5,2,4,1,39,0
2,25,179953,12,14,4,9,3,4,0,30,0
2,60,163729,11,9,0,12,4,4,0,39,0
2,26,456618,15,10,4,0,3,4,1,39,0
2,25,164229,11,9,0,7,1,4,1,39,0
2,24,103277,11,9,4,0,1,4,0,39,0
2,32,168138,7,12,0,11,1,4,1,47,0
2,53,113176,11,9,0,11,1,4,0,39,0
2,26,151551,15,10,5,11,3,0,1,47,0
5,25,99076,9,13,4,7,1,4,0,49,0
2,32,79870,15,10,2,3,3,4,0,39,0
2,23,160951,11,9,4,2,3,2,1,39,0
4,60,153356,11,9,0,11,1,2,1,54,0
2,49,83622,7,12,5,0,1,4,0,39,0
2,23,239663,15,10,4,5,3,4,1,49,0
2,25,222539,0,6,4,13,1,4,1,49,0
2,40,82465,15,10,2,6,0,4,1,39,0
2,37,34378,5,4,2,4,0,4,1,59,0
2,28,212091,11,9,2,6,0,4,1,39,0
3,22,269583,5,4,2,2,0,4,1,39,0
2,63,133144,11,9,2,7,0,4,1,19,0
2,24,141113,5,4,2,11,0,4,1,39,0
2,30,326199,6,5,2,2,0,4,1,39,0
2,27,198188,11,9,2,0,0,4,1,44,0
2,55,154580,0,6,2,7,0,2,1,39,0
4,59,144071,4,3,2,7,0,4,1,14,0
2,40,367533,15,10,2,6,0,4,1,39,0
2,64,75577,5,4,2,0,0,4,1,49,0
2,69,165017,11,9,6,6,4,4,1,39,0
2,23,211046,11,9,4,11,1,4,0,39,0
5,26,203279,14,15,4,9,1,1,1,49,0
2,48,161187,11,9,4,0,1,4,0,39,0
2,34,394447,9,13,4,9,1,4,1,49,0
2,36,100681,15,10,4,0,1,4,1,39,0
2,34,112820,11,9,5,5,1,4,1,39,0
2,31,194293,15,10,4,0,1,4,0,37,0
2,24,229393,1,7,4,4,4,4,1,39,0
2,28,54042,8,11,4,7,1,4,0,34,0
2,26,333677,9,13,4,3,3,4,1,34,0
2,30,139012,8,11,4,0,2,1,1,39,0
2,61,149981,11,9,2,0,5,4,0,4,0
4,67,127543,0,6,2,4,0,4,1,76,0
4,68,195881,11,9,2,4,0,4,1,39,0
6,65,172949,11,9,2,13,0,4,1,19,0
2,59,328525,11,9,2,0,0,4,1,14,0
2,72,156310,0,6,2,7,0,4,1,11,0
2,30,59496,9,13,2,11,0,4,1,39,0
4,50,30653,12,14,2,4,0,4,1,92,0
2,35,234901,15,10,2,2,0,4,1,39,0
2,39,328466,1,7,2,7,0,4,1,68,0
2,31,211334,15,10,2,2,0,4,1,64,0
2,26,143068,15,10,2,3,0,4,1,49,0
2,25,297154,11,9,2,5,0,4,1,39,0
2,28,38309,8,11,2,0,0,4,1,39,0
2,42,212894,8,11,2,0,0,4,1,39,0
2,45,358886,2,8,2,0,0,4,1,49,0
2,42,322385,8,11,2,6,0,4,1,39,0
2,53,178356,7,12,2,3,0,4,1,93,0
2,24,41838,15,10,2,2,0,4,1,39,0
2,32,178615,11,9,2,2,0,4,1,39,0
2,22,190968,15,10,2,2,0,4,1,39,0
4,36,224886,9,13,2,3,0,4,1,39,0
2,55,202220,11,9,2,7,5,2,0,34,0
2,49,251180,5,4,2,13,0,4,1,49,0
2,69,130060,11,9,5,13,4,2,0,39,0
2,25,173212,7,12,4,4,1,4,1,44,0
2,44,83508,14,15,0,9,1,4,0,93,0
2,24,180060,7,12,4,2,1,4,1,39,0
2,42,30824,12,14,0,9,1,4,0,15,0
0,44,240628,7,12,0,3,1,4,0,39,0
2,38,203761,8,11,4,12,1,4,0,39,0
2,37,196529,15,10,6,7,1,4,0,39,0
2,28,112403,11,9,4,2,4,4,1,39,0
2,35,183898,11,9,0,2,4,4,1,39,0
2,41,322980,11,9,5,0,1,2,1,39,0
2,26,195734,11,9,4,0,3,4,0,39,0
0,68,232151,15,10,0,0,2,2,0,39,0
4,75,242108,11,9,0,11,1,4,1,14,0
2,72,97304,11,9,3,6,4,4,1,39,0
2,69,130413,9,13,6,3,1,4,0,14,0
2,65,105116,15,10,6,0,1,4,0,39,0
2,70,237065,4,3,6,7,2,4,0,39,0
2,71,269708,9,13,0,12,3,4,0,15,0
4,70,280639,11,9,6,7,2,4,0,19,0
2,72,107814,12,14,4,9,1,4,1,59,0
2,78,135566,11,9,6,11,4,4,0,11,0
2,65,192133,11,9,2,2,0,4,1,39,0
4,63,179400,11,9,2,2,0,4,1,19,0
4,66,174995,7,12,2,2,0,4,1,29,0
4,65,78875,15,10,2,3,0,4,1,39,0
1,72,259762,11,9,2,3,0,4,1,9,0
1,73,232871,5,4,2,10,0,4,1,9,0
2,60,39952,6,5,2,6,0,4,1,36,0
4,55,105582,12,14,2,11,0,4,1,49,0
2,28,89718,11,9,4,11,1,4,0,47,0
2,31,19302,7,12,4,0,1,4,1,37,0
4,29,189346,15,10,0,2,1,4,1,49,0
2,53,233780,8,11,0,0,1,2,0,39,0
3,58,21626,8,11,0,11,1,4,1,55,0
2,33,221966,9,13,4,9,1,4,1,49,0
3,44,56236,15,10,4,3,1,2,1,44,0
2,55,195329,11,9,6,7,1,4,0,34,0
2,23,565313,15,10,4,7,3,2,1,76,0
2,29,163003,9,13,4,0,3,1,0,39,0
1,39,163278,15,10,4,0,1,4,0,43,0
1,28,50512,9,13,4,9,1,4,0,49,0
1,50,157043,12,14,0,9,1,2,0,29,0
2,38,108140,9,13,4,3,1,4,1,44,0
2,24,72119,9,13,4,0,3,4,1,29,0
2,22,205939,9,13,4,3,3,4,1,3,0
2,17,175024,1,7,4,5,3,4,1,17,0
2,20,56322,15,10,4,7,3,4,1,24,0
2,18,376647,11,9,4,5,3,4,1,24,0
2,21,201603,11,9,4,6,3,4,1,39,0
2,20,169600,15,10,4,9,3,4,0,11,0
2,21,83033,15,10,4,0,3,4,0,19,0
2,20,286391,15,10,4,0,3,4,0,19,0
4,28,315417,14,15,4,9,1,4,1,39,0
2,19,42069,11,9,4,13,3,4,1,44,0
2,36,177907,9,13,4,7,1,4,1,19,0
2,63,169983,1,7,6,11,1,4,0,29,0
2,33,190511,5,4,0,5,1,4,1,34,0
2,25,176047,11,9,4,6,3,4,0,39,0
2,18,60981,15,10,4,11,3,4,0,34,0
2,48,189462,15,10,0,5,3,4,1,39,0
2,27,177955,4,3,4,8,2,4,0,39,0
2,39,339442,11,9,5,6,1,2,1,39,0
2,20,26842,15,10,4,6,1,4,0,39,0
2,18,206008,15,10,4,11,4,4,1,39,0
2,18,141626,15,10,4,12,3,4,1,19,0
2,21,213015,11,9,4,5,2,2,1,39,0
5,39,77516,9,13,4,0,1,4,1,39,0
4,40,204116,9,13,3,9,1,4,0,39,0
2,25,200408,15,10,4,12,1,4,1,39,0
2,29,177119,8,11,0,12,1,4,0,44,0
2,41,107306,11,9,4,3,1,4,1,39,0
2,23,107578,9,13,4,0,3,4,0,39,0
2,28,56179,15,10,4,3,1,4,1,54,0
2,36,176101,15,10,4,2,3,4,1,59,0
2,39,190466,11,9,0,2,3,4,1,39,0
2,33,164707,7,12,4,3,4,4,0,54,0
2,28,32291,9,13,4,9,1,4,0,39,0
2,39,115418,15,10,4,0,3,4,0,44,0
1,26,425092,12,14,4,9,1,4,0,39,0
4,29,151476,8,11,4,0,1,4,0,39,0
0,32,191385,7,12,0,10,1,4,1,39,0
4,36,219611,9,13,4,11,1,2,0,49,0
2,34,133503,15,10,0,13,1,4,1,39,0
2,29,196116,14,15,0,9,3,4,0,69,0
2,40,149102,11,9,3,5,1,4,1,59,0
2,58,106546,11,9,0,0,4,4,0,39,0
5,57,25045,9,13,0,0,4,4,1,36,0
2,24,163665,11,9,4,7,1,4,0,39,0
2,32,107793,11,9,0,7,3,4,1,39,0
2,41,204682,11,9,0,2,4,4,1,39,0
2,27,191628,11,9,4,13,1,2,1,39,0
2,37,177858,15,10,4,3,1,4,1,39,0
2,48,245948,11,9,4,6,1,2,0,39,0
2,57,206343,11,9,5,6,1,4,1,39,0
2,41,115411,15,10,0,11,3,4,1,44,0
2,26,258768,15,10,4,13,1,2,1,72,0
2,63,125954,11,9,4,6,1,4,1,39,0
2,45,138626,8,11,0,3,1,4,1,49,0
2,21,100462,8,11,4,3,3,4,0,59,0
2,31,187560,11,9,4,0,1,4,1,39,0
2,28,46987,8,11,4,12,3,4,0,35,0
2,62,194167,11,9,0,6,1,4,0,39,0
2,41,45156,11,9,4,6,1,4,1,40,0
0,29,37933,15,10,4,0,4,2,0,39,0
2,24,254293,9,13,4,3,1,4,1,44,0
2,29,189565,11,9,4,3,1,4,1,49,0
0,43,134026,15,10,4,0,2,4,1,39,0
2,47,223342,11,9,6,0,1,4,0,39,0
2,25,139012,9,13,4,11,3,1,1,39,0
4,32,261056,9,13,4,9,3,2,0,59,0
2,43,187702,15,10,4,7,1,4,1,44,0
2,25,198587,15,10,4,12,1,2,0,49,0
5,27,192257,11,9,4,10,3,4,1,39,0
1,27,162404,11,9,4,10,1,2,1,39,0
2,51,246519,0,6,2,5,0,4,1,44,0
2,31,209448,0,6,2,4,0,4,1,39,0
2,63,135339,11,9,2,0,0,1,1,39,0
2,23,222925,11,9,2,6,3,4,0,39,0
2,24,254767,5,4,2,4,0,4,1,49,0
2,52,152373,11,9,2,6,0,4,1,39,0
4,37,154641,7,12,2,4,0,4,1,49,0
1,33,365908,11,9,2,7,0,2,1,39,0
2,81,114670,6,5,6,8,1,2,0,4,0
2,67,172756,3,2,6,6,1,4,0,33,0
2,66,127921,11,9,4,13,1,4,1,54,0
2,69,541737,15,10,6,0,1,4,0,23,0
1,71,303860,12,14,6,3,1,4,1,19,0
3,46,110702,15,10,0,3,4,4,0,59,0
2,34,245211,11,9,4,2,4,4,1,29,0
5,38,103925,11,9,0,7,4,4,0,19,0
2,19,376683,15,10,4,7,4,2,0,29,0
1,67,342175,12,14,0,0,1,4,0,39,0
1,65,153890,2,8,6,3,1,4,1,43,0
2,69,106595,11,9,6,0,1,4,0,39,0
2,69,177374,11,9,6,0,4,4,0,11,0
2,65,172510,15,10,6,9,1,4,0,19,0
2,65,80174,11,9,0,3,2,4,0,49,0
4,69,29980,5,4,4,4,2,4,1,9,0
2,41,162189,11,9,4,6,3,4,0,39,0
5,33,73296,11,9,4,7,4,2,0,39,0
2,44,126199,15,10,0,13,4,4,1,49,0
2,36,353524,11,9,0,3,3,4,0,39,0
2,29,326330,15,10,0,3,3,4,0,39,0
2,40,341204,15,10,0,3,4,4,0,29,0
5,47,108890,11,9,0,0,4,4,0,37,0
2,69,141181,4,3,2,0,0,4,1,39,0
2,67,101132,5,4,2,2,0,4,1,39,0
4,65,131417,4,3,2,4,0,4,1,20,0
2,78,184759,5,4,2,5,0,4,1,14,0
4,67,252842,11,9,2,4,0,4,1,19,0
2,34,104509,8,11,4,9,1,4,0,19,0
1,45,339681,12,14,0,9,4,4,0,44,0
5,46,106705,15,10,0,9,4,4,0,49,0
2,36,135293,9,13,0,9,4,4,0,44,0
2,44,239723,15,10,3,2,4,4,0,44,0
2,39,99357,12,14,0,9,3,4,0,39,0
2,41,283116,11,9,0,2,4,4,0,49,0
3,40,50644,7,12,0,11,4,4,0,39,0
2,37,257042,11,9,0,2,4,4,1,39,0
2,39,58972,7,12,0,3,4,4,1,39,0
2,49,48120,11,9,4,13,4,2,0,39,0
5,40,150874,12,14,0,3,4,4,0,39,0
5,43,241506,9,13,0,9,4,4,0,35,0
2,49,50748,9,13,6,9,4,4,0,34,0
2,42,384508,1,7,0,11,4,4,1,49,0
0,41,160467,12,14,0,9,4,4,0,39,0
1,61,101265,11,9,6,0,4,4,0,34,0
0,34,67083,9,13,4,3,4,1,1,39,0
2,32,197457,11,9,0,12,4,4,0,37,0
2,33,288273,2,8,5,0,4,4,0,39,0
0,48,497486,11,9,3,0,4,4,0,39,0
2,53,95540,15,10,0,0,4,4,0,39,0
2,40,260425,7,12,5,12,4,4,0,31,0
2,72,157593,9,13,2,11,0,4,1,5,0
2,69,88566,6,5,2,7,0,4,1,34,0
2,76,93125,11,9,2,11,0,4,1,23,0
1,69,61958,11,9,2,2,0,4,1,5,0
4,66,167687,11,9,2,4,0,4,1,49,0
3,66,150726,6,5,2,3,0,4,1,0,0
4,66,293114,11,9,2,4,0,4,1,39,0
4,80,225892,11,9,2,7,0,4,1,39,0
2,73,105886,9,13,2,9,0,4,1,72,0
3,42,184018,11,9,0,11,4,4,1,49,0
2,35,342824,11,9,4,12,1,4,0,39,0
2,38,275338,9,13,0,11,4,4,0,39,0
1,37,80680,9,13,0,9,4,4,0,34,0
2,30,149368,11,9,0,11,4,4,1,29,0
1,24,187397,15,10,4,10,4,3,1,39,0
2,44,155472,7,12,4,9,4,2,0,49,0
2,34,130369,11,9,0,13,4,4,0,47,0
4,65,99359,14,15,4,9,1,4,1,59,0
2,17,191260,6,5,4,7,3,4,1,23,0
1,26,208122,9,13,4,9,3,4,1,39,0
2,17,103851,1,7,4,0,3,4,0,19,0
4,64,177825,11,9,4,7,1,4,1,39,0
2,17,130125,0,6,4,7,3,0,0,19,0
2,33,170651,11,9,4,7,3,4,0,39,0
1,33,161942,9,13,4,0,1,4,0,39,0
2,18,125441,1,7,4,7,3,4,1,19,0
2,19,123416,2,8,5,9,3,4,0,39,0
2,18,186909,11,9,4,11,2,4,0,29,0
2,21,223352,11,9,4,7,1,4,0,29,0
2,26,183171,1,7,4,7,3,2,1,31,0
2,43,88913,15,10,4,5,3,1,0,39,0
2,18,173255,11,9,4,13,3,4,1,24,0
2,21,253612,15,10,4,9,3,4,0,31,0
2,62,147627,6,5,4,8,1,2,0,21,0
2,19,243373,2,8,4,11,2,4,1,39,0
2,20,148409,15,10,4,11,2,4,1,19,0
2,17,56536,1,7,4,11,3,4,0,17,0
2,22,205940,9,13,4,0,3,4,0,29,0
2,23,142766,15,10,4,0,3,4,1,19,0
2,67,335979,11,9,6,11,1,4,0,17,0
2,69,203313,11,9,6,7,1,4,0,17,0
2,65,180807,11,9,5,10,1,4,1,19,0
2,54,175912,11,9,6,6,4,4,1,39,0
2,33,131776,9,13,0,9,4,4,0,39,0
1,55,177163,12,14,6,9,4,4,0,49,0
2,41,116103,11,9,6,3,2,4,1,39,0
2,25,114345,6,5,4,2,4,4,1,39,0
2,48,210424,11,9,5,0,4,4,0,39,0
2,40,88368,15,10,0,0,4,4,0,39,0
1,43,188280,12,14,0,9,4,4,0,39,0
1,34,284843,11,9,4,4,1,2,1,59,0
2,56,156052,11,9,6,7,4,2,0,19,0
2,18,675421,6,5,4,5,3,4,1,39,0
2,57,296152,15,10,0,3,2,4,0,9,0
2,20,196745,15,10,4,7,3,4,0,15,0
2,21,321666,11,9,4,2,3,4,1,39,0
2,18,32244,1,7,4,5,3,4,1,29,0
2,17,191260,1,7,4,7,3,4,1,9,0
2,43,397963,11,9,0,5,1,4,1,15,0
2,20,266525,15,10,4,9,2,2,0,19,0
2,26,144483,8,11,0,11,3,4,0,34,0
1,43,337469,15,10,0,0,1,4,0,19,0
1,49,46537,11,9,0,0,1,4,0,9,0
2,28,183597,10,16,4,9,1,4,1,49,0
2,38,82552,11,9,4,5,1,4,1,49,0
2,19,208656,15,10,4,0,3,4,0,19,0
2,44,67065,8,11,4,8,1,4,1,24,0
2,18,198616,2,8,4,2,3,4,1,19,0
4,18,230373,1,7,4,7,3,4,0,3,0
2,24,270872,11,9,4,2,2,4,1,39,0
2,17,232713,0,6,4,2,1,4,1,29,0
2,19,286435,15,10,4,2,3,4,1,39,0
2,20,316043,1,7,4,7,3,2,1,19,0
5,19,67217,15,10,4,7,1,4,1,23,0
1,22,39236,15,10,4,9,3,4,0,24,0
2,18,199039,2,8,4,11,3,4,1,13,0
1,21,309348,15,10,4,0,1,4,0,3,0
2,24,128061,11,9,4,7,3,4,0,14,0
2,17,106733,1,7,4,2,3,4,1,39,0
4,77,145329,11,9,4,6,1,4,1,19,0
5,38,354591,11,9,4,7,4,2,0,37,0
2,20,59948,6,5,4,0,4,2,0,19,0
2,39,151023,15,10,0,0,4,4,0,44,0
2,33,175412,6,5,0,2,4,4,1,54,0
2,38,254439,0,6,6,13,4,2,1,39,0
2,25,104193,11,9,4,7,3,4,0,39,0
4,50,83311,9,13,2,3,0,4,1,12,0
2,38,215646,11,9,0,5,1,4,1,39,0
2,53,234721,1,7,2,5,0,2,1,39,0
2,28,338409,9,13,2,9,5,2,0,39,0
2,37,284582,12,14,2,3,5,4,0,39,0
2,49,160187,6,5,3,7,1,2,0,15,0
4,52,209642,11,9,2,3,0,4,1,44,1
2,37,280464,15,10,2,3,0,2,1,76,1
5,30,141297,9,13,2,9,0,1,1,39,1
2,23,122272,9,13,4,0,3,4,0,29,0
2,32,205019,7,12,4,11,1,2,1,49,0
